,ID,Label,Count
882,automatic segmentation,automatic segmentation,1530
883,content distribution,content distribution,1525
884,standard model,standard model,1524
885,motion vector,motion vector,1519
886,error estimates,error estimates,1517
887,web site,web site,1514
888,environmental monitoring,environmental monitoring,1513
889,fuzzy inference,fuzzy inference,1513
890,extended kalman filter,extended kalman filter,1513
891,metric space,metric space,1509
892,augmented reality ar,augmented reality ar,1507
893,leakage power,leakage power,1503
894,transmit antennas,transmit antennas,1502
895,image enhancement,image enhancement,1500
896,source coding,source coding,1493
897,kalman filtering,kalman filtering,1490
898,medium access control,medium access control,1489
899,travel time,travel time,1488
900,electric power,electric power,1486
901,rayleigh fading channels,rayleigh fading channels,1486
902,internet of things,internet of things,1483
903,chromatic number,chromatic number,1482
904,code division multiple access,code division multiple access,1481
905,finite automata,finite automata,1480
906,random graphs,random graphs,1479
907,curse of dimensionality,curse of dimensionality,1479
908,matrix factorization,matrix factorization,1478
909,optimal power allocation,optimal power allocation,1478
910,retrieval performance,retrieval performance,1474
911,service oriented architecture,service oriented architecture,1474
912,filter banks,filter banks,1472
913,extracted features,extracted features,1471
914,competitive ratio,competitive ratio,1470
915,distance learning,distance learning,1467
916,sliding mode control,sliding mode control,1465
917,planar graph,planar graph,1464
918,load balance,load balance,1462
919,transmission range,transmission range,1462
920,decision variables,decision variables,1460
921,membership function,membership function,1460
922,temporal resolution,temporal resolution,1459
923,query optimization,query optimization,1459
924,traffic flows,traffic flows,1457
925,business intelligence,business intelligence,1456
926,small scale,small scale,1453
927,modal logic,modal logic,1452
928,free energy,free energy,1448
929,kernel function,kernel function,1448
930,achievable rate,achievable rate,1448
931,query expansion,query expansion,1445
932,information retrieval ir,information retrieval ir,1443
933,association rule mining,association rule mining,1441
934,reduced complexity,reduced complexity,1439
935,random graph,random graph,1438
936,radio frequency identification,radio frequency identification,1438
937,facial features,facial features,1436
938,garbage collection,garbage collection,1435
939,programming languages,programming languages,1431
940,domain decomposition,domain decomposition,1430
941,automatic speech recognition asr,automatic speech recognition asr,1429
942,background subtraction,background subtraction,1426
943,regular expressions,regular expressions,1423
944,generalization ability,generalization ability,1423
945,intermediate nodes,intermediate nodes,1419
946,color images,color images,1418
947,amino acids,amino acids,1417
948,expert system,expert system,1416
949,complete graph,complete graph,1415
950,heterogeneous networks,heterogeneous networks,1414
951,mobile ad hoc network,mobile ad hoc network,1413
952,point set,point set,1410
953,force feedback,force feedback,1409
954,fault injection,fault injection,1407
955,distance metric,distance metric,1407
956,output signal,output signal,1406
957,duty cycle,duty cycle,1405
958,training algorithm,training algorithm,1404
959,digital image,digital image,1403
960,in vitro,in vitro,1401
961,finite elements,finite elements,1398
962,functional units,functional units,1391
963,relay node,relay node,1389
964,fuzzy control,fuzzy control,1388
965,relay selection,relay selection,1387
966,importance sampling,importance sampling,1386
967,solved efficiently,solved efficiently,1384
968,linear discriminant analysis lda,linear discriminant analysis lda,1383
969,missing values,missing values,1381
970,embedded devices,embedded devices,1381
971,spatial multiplexing,spatial multiplexing,1380
972,joint optimization,joint optimization,1379
973,embedded applications,embedded applications,1376
974,control problems,control problems,1376
975,data centers,data centers,1376
976,speech synthesis,speech synthesis,1374
977,detection algorithms,detection algorithms,1373
978,streaming data,streaming data,1371
979,node mobility,node mobility,1370
980,bit error rate ber performance,bit error rate ber performance,1369
981,smart grids,smart grids,1366
982,detection methods,detection methods,1365
983,functional connectivity,functional connectivity,1365
984,classification methods,classification methods,1361
985,control laws,control laws,1360
986,dynamic analysis,dynamic analysis,1360
987,product line,product line,1357
988,pid controller,pid controller,1354
989,power efficient,power efficient,1353
990,based routing,based routing,1350
991,user profile,user profile,1349
992,data compression,data compression,1348
993,quality of experience qoe,quality of experience qoe,1347
994,binding sites,binding sites,1345
995,software testing,software testing,1340
996,diversity order,diversity order,1340
997,exponential stability,exponential stability,1339
998,interconnection network,interconnection network,1337
999,performance index,performance index,1337
1000,robust stability,robust stability,1335
1001,eye tracking,eye tracking,1335
1002,support vector regression,support vector regression,1335
1003,description logic,description logic,1332
1004,configuration space,configuration space,1331
1005,equilibrium point,equilibrium point,1324
1006,hidden markov models hmms,hidden markov models hmms,1323
1007,antenna array,antenna array,1321
1008,phase transition,phase transition,1320
1009,domain ontology,domain ontology,1320
1010,adaptive modulation,adaptive modulation,1317
1011,flash memory,flash memory,1314
1012,neighboring nodes,neighboring nodes,1314
1013,reduce energy consumption,reduce energy consumption,1310
1014,error bound,error bound,1309
1015,decoding complexity,decoding complexity,1304
1016,image sensor,image sensor,1301
1017,electric vehicles,electric vehicles,1298
1018,query languages,query languages,1297
1019,information supplementary data,information supplementary data,1297
1020,eye movements,eye movements,1296
1021,parallel programs,parallel programs,1294
1022,distance function,distance function,1294
1023,point sets,point sets,1293
1024,sar data,sar data,1293
1025,users preferences,users preferences,1292
1026,massive mimo,massive mimo,1290
1027,asymptotically stable,asymptotically stable,1288
1028,genetic programming gp,genetic programming gp,1288
1029,energy storage,energy storage,1288
1030,transmission line,transmission line,1287
1031,binary classification,binary classification,1287
1032,image databases,image databases,1286
1033,packet delivery ratio,packet delivery ratio,1286
1034,boundary condition,boundary condition,1285
1035,ip address,ip address,1284
1036,smart phone,smart phone,1284
1037,spanning trees,spanning trees,1283
1038,nearest neighbors,nearest neighbors,1283
1039,cognitive science,cognitive science,1282
1040,minimum energy,minimum energy,1282
1041,process variation,process variation,1279
1042,based clustering,based clustering,1279
1043,likelihood function,likelihood function,1278
1044,computer scientists,computer scientists,1277
1045,parameter estimates,parameter estimates,1276
1046,resource constrained,resource constrained,1275
1047,document images,document images,1274
1048,minimum spanning tree,minimum spanning tree,1272
1049,convolutional codes,convolutional codes,1271
1050,energy harvesting,energy harvesting,1271
1051,reference frame,reference frame,1270
1052,distance measures,distance measures,1269
1053,text categorization,text categorization,1267
1054,associative memory,associative memory,1265
1055,texture analysis,texture analysis,1262
1056,process algebra,process algebra,1259
1057,noisy environments,noisy environments,1256
1058,web browsers,web browsers,1249
1059,decision procedure,decision procedure,1247
1060,convergence rates,convergence rates,1243
1061,fuzzy model,fuzzy model,1243
1062,formal concept analysis,formal concept analysis,1240
1063,let g,let g,1237
1064,service composition,service composition,1235
1065,sum rate,sum rate,1235
1066,gaussian mixture model gmm,gaussian mixture model gmm,1234
1067,deep neural networks,deep neural networks,1234
1068,low voltage,low voltage,1233
1069,smart card,smart card,1231
1070,random oracle model,random oracle model,1231
1071,benchmark instances,benchmark instances,1230
1072,link quality,link quality,1229
1073,transfer learning,transfer learning,1228
1074,power savings,power savings,1223
1075,gene ontology,gene ontology,1223
1076,metric spaces,metric spaces,1222
1077,operating frequency,operating frequency,1221
1078,secondary users sus,secondary users sus,1220
1079,document retrieval,document retrieval,1219
1080,control schemes,control schemes,1218
1081,protein structure,protein structure,1217
1082,abstract interpretation,abstract interpretation,1212
1083,receive antennas,receive antennas,1212
1084,mobile ad hoc networks,mobile ad hoc networks,1211
1085,source separation,source separation,1210
1086,false positive rate,false positive rate,1210
1087,relevant documents,relevant documents,1209
1088,training sets,training sets,1209
1089,neural network nn,neural network nn,1205
1090,markov decision processes,markov decision processes,1204
1091,support vector,support vector,1203
1092,markov decision process,markov decision process,1202
1093,perceived usefulness,perceived usefulness,1200
1094,speech processing,speech processing,1195
1095,minimum degree,minimum degree,1195
1096,target language,target language,1193
1097,model predictive control mpc,model predictive control mpc,1193
1098,time synchronization,time synchronization,1191
1099,random forests,random forests,1186
1100,finite state machines,finite state machines,1183
1101,voronoi diagram,voronoi diagram,1180
1102,linear matrix inequality lmi,linear matrix inequality lmi,1179
1103,speech quality,speech quality,1178
1104,image fusion,image fusion,1178
1105,time slots,time slots,1178
1106,social influence,social influence,1177
1107,volume rendering,volume rendering,1176
1108,moving target,moving target,1174
1109,dominating set,dominating set,1173
1110,video game,video game,1169
1111,link layer,link layer,1168
1112,fault model,fault model,1168
1113,description logics,description logics,1164
1114,selected features,selected features,1163
1115,overlay networks,overlay networks,1162
1116,binding site,binding site,1161
1117,social science,social science,1159
1118,process modeling,process modeling,1156
1119,software industry,software industry,1155
1120,noise ratio,noise ratio,1154
1121,artificial neural networks anns,artificial neural networks anns,1154
1122,global search,global search,1152
1123,dynamic power,dynamic power,1149
1124,transmission rates,transmission rates,1148
1125,lossless compression,lossless compression,1146
1126,document image,document image,1146
1127,cloud service,cloud service,1146
1128,small cells,small cells,1142
1129,illumination conditions,illumination conditions,1140
1130,ip addresses,ip addresses,1137
1131,mathematical morphology,mathematical morphology,1134
1132,optimality conditions,optimality conditions,1133
1133,mixture models,mixture models,1132
1134,clinical trials,clinical trials,1128
1135,packet forwarding,packet forwarding,1127
1136,limited feedback,limited feedback,1125
1137,smart cards,smart cards,1123
1138,finite volume,finite volume,1123
1139,turbo codes,turbo codes,1121
1140,heterogeneous network,heterogeneous network,1121
1141,remotely sensed,remotely sensed,1120
1142,topic model,topic model,1117
1143,depth maps,depth maps,1116
1144,base stations bss,base stations bss,1116
1145,regular languages,regular languages,1114
1146,power amplifier,power amplifier,1110
1147,existing protocols,existing protocols,1110
1148,data security,data security,1107
1149,finite fields,finite fields,1106
1150,mobility model,mobility model,1105
1151,query execution,query execution,1101
1152,pso algorithm,pso algorithm,1101
1153,statistical machine translation,statistical machine translation,1098
1154,rule base,rule base,1092
1155,image feature,image feature,1092
1156,block cipher,block cipher,1088
1157,radiative transfer,radiative transfer,1084
1158,software development process,software development process,1083
1159,cumulative distribution function,cumulative distribution function,1082
1160,electrical engineering,electrical engineering,1075
1161,training process,training process,1073
1162,autonomous robot,autonomous robot,1072
1163,best effort,best effort,1070
1164,provably secure,provably secure,1070
1165,complexity reduction,complexity reduction,1065
1166,connected component,connected component,1064
1167,energy conservation,energy conservation,1063
1168,decision rule,decision rule,1061
1169,autonomous navigation,autonomous navigation,1059
1170,incomplete data,incomplete data,1058
1171,fuzzy rules,fuzzy rules,1058
1172,key distribution,key distribution,1056
1173,sensed data,sensed data,1055
1174,vehicular ad hoc networks vanets,vehicular ad hoc networks vanets,1053
1175,business process management,business process management,1052
1176,hand gestures,hand gestures,1042
1177,mutual authentication,mutual authentication,1042
1178,artificial intelligence ai,artificial intelligence ai,1041
1179,boundary value problems,boundary value problems,1039
1180,urban area,urban area,1038
1181,input devices,input devices,1037
1182,activation functions,activation functions,1037
1183,localization algorithm,localization algorithm,1037
1184,signature scheme,signature scheme,1035
1185,electronic health record,electronic health record,1033
1186,doa estimation,doa estimation,1032
1187,cluster head,cluster head,1032
1188,vehicular ad hoc networks,vehicular ad hoc networks,1031
1189,optical network,optical network,1030
1190,hot spots,hot spots,1026
1191,project managers,project managers,1026
1192,convolutional neural networks,convolutional neural networks,1026
1193,named entities,named entities,1025
1194,expression data,expression data,1024
1195,malicious nodes,malicious nodes,1024
1196,data envelopment analysis dea,data envelopment analysis dea,1024
1197,serious games,serious games,1024
1198,lyapunov functions,lyapunov functions,1022
1199,pattern mining,pattern mining,1021
1200,total energy consumption,total energy consumption,1017
1201,spatial reuse,spatial reuse,1016
1202,distribution network,distribution network,1014
1203,limited energy,limited energy,1013
1204,connected graphs,connected graphs,1011
1205,secret sharing,secret sharing,1011
1206,interference alignment,interference alignment,1009
1207,detection probability,detection probability,1008
1208,frequent patterns,frequent patterns,1007
1209,markov random fields,markov random fields,1006
1210,soil moisture,soil moisture,1005
1211,quality attributes,quality attributes,1001
1212,embedded processors,embedded processors,1000
1213,residual energy,residual energy,999
1214,conditional random fields,conditional random fields,998
1215,semantic gap,semantic gap,998
1216,linear matrix inequality,linear matrix inequality,997
1217,internet of things iot,internet of things iot,997
1218,discontinuous galerkin,discontinuous galerkin,996
1219,maximum likelihood estimation,maximum likelihood estimation,989
1220,gene regulatory networks,gene regulatory networks,989
1221,smart city,smart city,987
1222,premature convergence,premature convergence,987
1223,demand response,demand response,987
1224,orthogonal frequency division multiple access ofdma,orthogonal frequency division multiple access ofdma,987
1225,compression algorithm,compression algorithm,981
1226,social relationships,social relationships,980
1227,cloud storage,cloud storage,979
1228,making decisions,making decisions,978
1229,user preference,user preference,975
1230,scheduling problems,scheduling problems,974
1231,encrypted data,encrypted data,973
1232,sar images,sar images,971
1233,vehicle routing problem,vehicle routing problem,969
1234,transmit diversity,transmit diversity,969
1235,primary user pu,primary user pu,967
1236,cellular automaton,cellular automaton,966
1237,facility location,facility location,966
1238,activation function,activation function,962
1239,principal component,principal component,960
1240,compression performance,compression performance,960
1241,image search,image search,959
1242,complete information,complete information,956
1243,source nodes,source nodes,956
1244,high priority,high priority,955
1245,transmission lines,transmission lines,954
1246,electronic health records,electronic health records,954
1247,client side,client side,953
1248,user interface design,user interface design,952
1249,word error rate,word error rate,950
1250,noisy speech,noisy speech,950
1251,software product lines,software product lines,949
1252,word recognition,word recognition,947
1253,number of transmit antennas,number of transmit antennas,947
1254,reduce power consumption,reduce power consumption,947
1255,image annotation,image annotation,946
1256,input device,input device,943
1257,smart cities,smart cities,943
1258,dynamic load balancing,dynamic load balancing,942
1259,wireless mesh networks wmns,wireless mesh networks wmns,941
1260,topic modeling,topic modeling,939
1261,word sense disambiguation,word sense disambiguation,933
1262,spectral information,spectral information,933
1263,regular graphs,regular graphs,932
1264,waiting times,waiting times,932
1265,load distribution,load distribution,932
1266,wind turbine,wind turbine,932
1267,interference channel,interference channel,930
1268,generative models,generative models,929
1269,delivery ratio,delivery ratio,929
1270,distributed shared memory,distributed shared memory,928
1271,control overhead,control overhead,928
1272,route discovery,route discovery,925
1273,dynamic time warping,dynamic time warping,923
1274,network service,network service,923
1275,primary users pus,primary users pus,923
1276,network structures,network structures,922
1277,call admission control,call admission control,920
1278,compressive sensing cs,compressive sensing cs,920
1279,information overload,information overload,919
1280,high efficiency video coding,high efficiency video coding,919
1281,code size,code size,916
1282,input features,input features,916
1283,distance education,distance education,915
1284,developed countries,developed countries,913
1285,convolutional neural network,convolutional neural network,911
1286,transmission control protocol,transmission control protocol,910
1287,total power consumption,total power consumption,910
1288,saliency map,saliency map,909
1289,action recognition,action recognition,909
1290,high power,high power,907
1291,force field,force field,906
1292,volume data,volume data,906
1293,supervised machine learning,supervised machine learning,905
1294,vocal tract,vocal tract,904
1295,sliding mode,sliding mode,903
1296,line segment,line segment,902
1297,frequent itemsets,frequent itemsets,901
1298,confidence interval,confidence interval,900
1299,iris recognition,iris recognition,900
1300,greedy algorithms,greedy algorithms,899
1301,fourth order,fourth order,896
1302,control policy,control policy,895
1303,location privacy,location privacy,895
1304,small cell,small cell,893
1305,regular expression,regular expression,891
1306,radial basis functions,radial basis functions,890
1307,secret keys,secret keys,889
1308,simulated annealing sa,simulated annealing sa,888
1309,named entity recognition,named entity recognition,888
1310,high performance computing hpc,high performance computing hpc,888
1311,speech data,speech data,886
1312,segmentation algorithms,segmentation algorithms,886
1313,deep neural network,deep neural network,886
1314,dynamic spectrum access,dynamic spectrum access,885
1315,user model,user model,884
1316,gray matter,gray matter,882
1317,power optimization,power optimization,878
1318,level sets,level sets,878
1319,fault simulation,fault simulation,877
1320,topic models,topic models,876
1321,business models,business models,875
1322,networked control systems,networked control systems,875
1323,particle swarm,particle swarm,873
1324,high spatial resolution,high spatial resolution,872
1325,node density,node density,870
1326,achievable rates,achievable rates,870
1327,query image,query image,869
1328,semantic annotation,semantic annotation,863
1329,scientific workflows,scientific workflows,862
1330,radio spectrum,radio spectrum,861
1331,steiner tree,steiner tree,860
1332,linear programs,linear programs,859
1333,elliptic curves,elliptic curves,859
1334,adaptive fuzzy,adaptive fuzzy,858
1335,loss functions,loss functions,858
1336,group decision making,group decision making,855
1337,mac protocol,mac protocol,854
1338,support vectors,support vectors,853
1339,perfect reconstruction,perfect reconstruction,847
1340,unstructured data,unstructured data,845
1341,source signals,source signals,842
1342,motion data,motion data,842
1343,cluster heads,cluster heads,841
1344,based segmentation,based segmentation,839
1345,training sample,training sample,839
1346,software maintenance,software maintenance,836
1347,mental models,mental models,835
1348,neural net,neural net,835
1349,compression ratios,compression ratios,832
1350,wireless mesh network,wireless mesh network,832
1351,stochastic geometry,stochastic geometry,829
1352,critical infrastructure,critical infrastructure,829
1353,decision procedures,decision procedures,826
1354,extreme learning machine,extreme learning machine,826
1355,domain adaptation,domain adaptation,826
1356,fault models,fault models,825
1357,face database,face database,825
1358,global asymptotic stability,global asymptotic stability,824
1359,input voltage,input voltage,824
1360,latent dirichlet allocation,latent dirichlet allocation,824
1361,saccharomyces cerevisiae,saccharomyces cerevisiae,822
1362,facial images,facial images,822
1363,infinite horizon,infinite horizon,819
1364,depth images,depth images,819
1365,intuitionistic fuzzy,intuitionistic fuzzy,818
1366,naive bayes classifier,naive bayes classifier,817
1367,parkinsons disease,parkinsons disease,816
1368,server side,server side,815
1369,linear matrix inequalities lmis,linear matrix inequalities lmis,815
1370,relay networks,relay networks,815
1371,banach spaces,banach spaces,814
1372,artificial neural networks ann,artificial neural networks ann,814
1373,denotational semantics,denotational semantics,813
1374,differential evolution de,differential evolution de,813
1375,neural model,neural model,812
1376,decoding algorithms,decoding algorithms,812
1377,computer game,computer game,811
1378,compressed sensing cs,compressed sensing cs,810
1379,memetic algorithm,memetic algorithm,808
1380,electric vehicle,electric vehicle,807
1381,receptive fields,receptive fields,807
1382,a machine learning approach,a machine learning approach,806
1383,line search,line search,804
1384,retrieval results,retrieval results,803
1385,support vector regression svr,support vector regression svr,802
1386,air pollution,air pollution,801
1387,degrees of freedom dof,degrees of freedom dof,800
1388,antenna arrays,antenna arrays,799
1389,singularly perturbed,singularly perturbed,799
1390,feature point,feature point,799
1391,power budget,power budget,799
1392,air quality,air quality,793
1393,sample sizes,sample sizes,793
1394,face databases,face databases,792
1395,transcription factor,transcription factor,790
1396,resource provisioning,resource provisioning,790
1397,particle swarm optimization pso algorithm,particle swarm optimization pso algorithm,790
1398,differential evolution algorithm,differential evolution algorithm,790
1399,blind source separation bss,blind source separation bss,788
1400,local optimization,local optimization,787
1401,serious game,serious game,787
1402,fitness functions,fitness functions,783
1403,multilayer perceptron mlp,multilayer perceptron mlp,783
1404,open loop,open loop,782
1405,metric learning,metric learning,782
1406,feature subset,feature subset,781
1407,mobile apps,mobile apps,777
1408,rfid tag,rfid tag,776
1409,feedforward neural networks,feedforward neural networks,775
1410,back propagation,back propagation,773
1411,formal specifications,formal specifications,773
1412,pattern discovery,pattern discovery,773
1413,product lines,product lines,773
1414,feature spaces,feature spaces,772
1415,south africa,south africa,772
1416,switching activity,switching activity,771
1417,moving targets,moving targets,771
1418,transcription factors,transcription factors,771
1419,speech production,speech production,768
1420,block ciphers,block ciphers,768
1421,natural image,natural image,768
1422,differential privacy,differential privacy,768
1423,link prediction,link prediction,767
1424,moderate resolution imaging spectroradiometer,moderate resolution imaging spectroradiometer,766
1425,background model,background model,765
1426,power estimation,power estimation,764
1427,linear quadratic,linear quadratic,762
1428,complete graphs,complete graphs,759
1429,agile software development,agile software development,759
1430,valid inequalities,valid inequalities,758
1431,normal forms,normal forms,757
1432,basis function,basis function,757
1433,active contour,active contour,756
1434,linear codes,linear codes,754
1435,hidden layer,hidden layer,754
1436,united kingdom,united kingdom,753
1437,critical infrastructures,critical infrastructures,751
1438,dna microarray,dna microarray,750
1439,bloom filter,bloom filter,749
1440,fuzzy controller,fuzzy controller,749
1441,power analysis,power analysis,748
1442,fuzzy neural network,fuzzy neural network,747
1443,session key,session key,747
1444,nonnegative matrix factorization,nonnegative matrix factorization,746
1445,limit cycle,limit cycle,745
1446,sensing data,sensing data,744
1447,supply voltages,supply voltages,743
1448,papr reduction,papr reduction,741
1449,amazon ec2,amazon ec2,741
1450,deformable model,deformable model,739
1451,cyclic prefix,cyclic prefix,737
1452,face model,face model,736
1453,mobile app,mobile app,735
1454,wind turbines,wind turbines,735
1455,outage performance,outage performance,734
1456,scalable video coding,scalable video coding,734
1457,initial population,initial population,727
1458,interesting patterns,interesting patterns,725
1459,impulse responses,impulse responses,723
1460,virtual machine vm,virtual machine vm,723
1461,cellular automata ca,cellular automata ca,721
1462,error estimate,error estimate,720
1463,using support vector machines,using support vector machines,719
1464,software product line,software product line,718
1465,radial basis function rbf,radial basis function rbf,717
1466,natural languages,natural languages,716
1467,web ontology language,web ontology language,715
1468,extreme learning machine elm,extreme learning machine elm,715
1469,brightness temperature,brightness temperature,713
1470,clinical trial,clinical trial,712
1471,vehicle routing,vehicle routing,712
1472,power grids,power grids,712
1473,error probabilities,error probabilities,707
1474,harvested energy,harvested energy,703
1475,distance functions,distance functions,702
1476,satellite imagery,satellite imagery,701
1477,permanent magnet,permanent magnet,700
1478,phase transitions,phase transitions,698
1479,named entity,named entity,698
1480,technology acceptance model tam,technology acceptance model tam,697
1481,banach space,banach space,689
1482,distribution networks,distribution networks,686
1483,bloom filters,bloom filters,686
1484,process mining,process mining,686
1485,tacit knowledge,tacit knowledge,684
1486,performance guarantee,performance guarantee,684
1487,requirements elicitation,requirements elicitation,684
1488,finite element method fem,finite element method fem,684
1489,neural nets,neural nets,683
1490,ddos attacks,ddos attacks,683
1491,wiley periodicals inc syst comp jpn,wiley periodicals inc syst comp jpn,683
1492,answer set programming,answer set programming,681
1493,queueing networks,queueing networks,678
1494,expression levels,expression levels,676
1495,limit cycles,limit cycles,674
1496,receptive field,receptive field,673
1497,web servers,web servers,672
1498,second life,second life,672
1499,load imbalance,load imbalance,670
1500,web search engine,web search engine,670
1501,wind energy,wind energy,670
1502,carrier frequency offset cfo,carrier frequency offset cfo,670
1503,ct scans,ct scans,668
1504,hot spot,hot spot,668
1505,opinion mining,opinion mining,666
1506,program comprehension,program comprehension,664
1507,regular graph,regular graph,662
1508,an artificial neural network,an artificial neural network,660
1509,slotted aloha,slotted aloha,658
1510,active contour model,active contour model,658
1511,service selection,service selection,658
1512,source language,source language,657
1513,key frames,key frames,652
1514,queueing network,queueing network,651
1515,speech recognizer,speech recognizer,651
1516,secondary user su,secondary user su,651
1517,mental model,mental model,649
1518,false negatives,false negatives,649
1519,feedforward neural network,feedforward neural network,647
1520,hopf bifurcation,hopf bifurcation,647
1521,canonical correlation analysis,canonical correlation analysis,646
1522,regulatory networks,regulatory networks,645
1523,location management,location management,644
1524,signature schemes,signature schemes,643
1525,ldpc code,ldpc code,641
1526,finite element analysis,finite element analysis,641
1527,convolutional code,convolutional code,640
1528,spectrum sensing,spectrum sensing,640
1529,travel times,travel times,639
1530,network intrusion detection,network intrusion detection,638
1531,dynamic programming dp,dynamic programming dp,637
1532,unequal error protection,unequal error protection,635
1533,data warehousing,data warehousing,635
1534,pid control,pid control,634
1535,user models,user models,632
1536,scientific workflow,scientific workflow,631
1537,output layer,output layer,630
1538,dynamic time warping dtw,dynamic time warping dtw,630
1539,depth image,depth image,628
1540,empirical mode decomposition emd,empirical mode decomposition emd,627
1541,parallel program,parallel program,624
1542,facial feature,facial feature,623
1543,resource description framework,resource description framework,622
1544,motion field,motion field,621
1545,dynamic resource allocation,dynamic resource allocation,621
1546,multilayer perceptrons,multilayer perceptrons,619
1547,traveling salesman problem tsp,traveling salesman problem tsp,619
1548,watermarked image,watermarked image,619
1549,approximation factor,approximation factor,617
1550,regular language,regular language,615
1551,control packets,control packets,613
1552,reference frames,reference frames,612
1553,synthetic aperture radar sar images,synthetic aperture radar sar images,612
1554,linear temporal logic,linear temporal logic,609
1555,distributed application,distributed application,608
1556,hand gesture,hand gesture,606
1557,computer science education,computer science education,605
1558,mutual information mi,mutual information mi,602
1559,expression profiles,expression profiles,598
1560,gene regulation,gene regulation,598
1561,inventory model,inventory model,595
1562,deformable models,deformable models,594
1563,imperfect csi,imperfect csi,594
1564,linear code,linear code,593
1565,eye movement,eye movement,593
1566,transactional memory,transactional memory,593
1567,saliency detection,saliency detection,592
1568,texture feature,texture feature,590
1569,data gathering,data gathering,590
1570,large vocabulary,large vocabulary,588
1571,facial expression recognition,facial expression recognition,588
1572,processing element,processing element,585
1573,control chart,control chart,584
1574,feature models,feature models,584
1575,code generator,code generator,582
1576,continuous speech recognition,continuous speech recognition,582
1577,localization algorithms,localization algorithms,581
1578,low priority,low priority,580
1579,iterative learning control,iterative learning control,579
1580,diffusion tensor imaging dti,diffusion tensor imaging dti,576
1581,singular perturbation,singular perturbation,575
1582,primary network,primary network,575
1583,access rights,access rights,574
1584,business process modeling,business process modeling,573
1585,feature subsets,feature subsets,573
1586,cognitive radio networks crns,cognitive radio networks crns,573
1587,task graph,task graph,572
1588,using particle swarm optimization,using particle swarm optimization,570
1589,online social networks osns,online social networks osns,570
1590,virtual objects,virtual objects,569
1591,mode decision,mode decision,569
1592,relay network,relay network,569
1593,feature model,feature model,568
1594,human activity recognition,human activity recognition,564
1595,gene ontology go,gene ontology go,562
1596,global exponential stability,global exponential stability,561
1597,collaborative filtering cf,collaborative filtering cf,561
1598,similar images,similar images,560
1599,published online in wiley interscience wwwintersciencewileycom,published online in wiley interscience wwwintersciencewileycom,560
1600,cell cycle,cell cycle,560
1601,connection weights,connection weights,559
1602,interference channels,interference channels,559
1603,price of anarchy,price of anarchy,558
1604,pascal voc,pascal voc,558
1605,linked open data,linked open data,558
1606,maximum principle,maximum principle,556
1607,control charts,control charts,556
1608,nonnegative matrix factorization nmf,nonnegative matrix factorization nmf,553
1609,allocate resources,allocate resources,552
1610,measurement matrix,measurement matrix,552
1611,service level agreement sla,service level agreement sla,551
1612,adaptive controller,adaptive controller,549
1613,attribute reduction,attribute reduction,549
1614,turbo code,turbo code,547
1615,time series prediction,time series prediction,544
1616,technology acceptance model,technology acceptance model,544
1617,vector quantization vq,vector quantization vq,543
1618,traffic lights,traffic lights,543
1619,block matching,block matching,540
1620,task graphs,task graphs,540
1621,wireless ad hoc network,wireless ad hoc network,540
1622,normalized difference vegetation index ndvi,normalized difference vegetation index ndvi,540
1623,mobility models,mobility models,539
1624,intrusion detection system ids,intrusion detection system ids,538
1625,scalable video coding svc,scalable video coding svc,538
1626,synthetic speech,synthetic speech,536
1627,reference models,reference models,536
1628,tuning range,tuning range,535
1629,remotely sensed data,remotely sensed data,534
1630,modal logics,modal logics,530
1631,power consumed,power consumed,528
1632,false negative,false negative,528
1633,resting state,resting state,526
1634,decision support system dss,decision support system dss,525
1635,transmit powers,transmit powers,524
1636,nand flash memory,nand flash memory,523
1637,machine learning ml,machine learning ml,522
1638,human action recognition,human action recognition,522
1639,concept lattice,concept lattice,521
1640,load current,load current,521
1641,data envelopment analysis,data envelopment analysis,518
1642,cayley graphs,cayley graphs,517
1643,reward function,reward function,516
1644,hopfield neural network,hopfield neural network,515
1645,delay tolerant networks,delay tolerant networks,515
1646,financial time series,financial time series,513
1647,differentially expressed genes,differentially expressed genes,513
1648,time series forecasting,time series forecasting,511
1649,service iaas,service iaas,511
1650,kalman filters,kalman filters,510
1651,schrodinger equation,schrodinger equation,510
1652,event logs,event logs,510
1653,neural networks nns,neural networks nns,508
1654,mobile station ms,mobile station ms,508
1655,secret sharing scheme,secret sharing scheme,500
1656,answer set,answer set,496
1657,sliding mode controller,sliding mode controller,495
1658,brightness temperatures,brightness temperatures,494
1659,frequent pattern mining,frequent pattern mining,494
1660,gene regulatory network,gene regulatory network,494
1661,guest editorial,guest editorial,494
1662,functional unit,functional unit,489
1663,an ad hoc network,an ad hoc network,487
1664,feature subset selection,feature subset selection,486
1665,social graph,social graph,486
1666,hearing aids,hearing aids,484
1667,outage probabilities,outage probabilities,482
1668,smart meter,smart meter,482
1669,voronoi diagrams,voronoi diagrams,480
1670,terms of linear matrix inequalities lmis,terms of linear matrix inequalities lmis,479
1671,finite automaton,finite automaton,477
1672,cyclic prefix cp,cyclic prefix cp,477
1673,multiple sclerosis,multiple sclerosis,474
1674,finite volume method,finite volume method,474
1675,location update,location update,474
1676,performance and power consumption,performance and power consumption,474
1677,map building,map building,470
1678,electric vehicles evs,electric vehicles evs,470
1679,nand flash,nand flash,468
