,Phrase Quality,Phrase,Year
10203,0.8179335037,ts,2005
10204,0.8178019535,wavelet transformation,2005
10205,0.8177923861,backup paths,2005
10206,0.8176948329,dual band,2005
10207,0.8176645554,tft,2005
10208,0.817563304,salinity,2005
10209,0.8175133295,turkey,2005
10210,0.8174980946,plain text,2005
10211,0.8174427934,multi core,2005
10212,0.8173785804,local alignment,2005
10213,0.8173317298,automotive applications,2005
10214,0.817297478,platform based design,2005
10215,0.8172618351,exponential convergence,2005
10216,0.8172010286,psp,2005
10217,0.8171983139,web retrieval,2005
10218,0.817173996,valve,2005
10219,0.8171065237,michael,2005
10220,0.8170563215,diophantine,2005
10221,0.8170511904,pic,2005
10222,0.8170158237,early warning,2005
10223,0.8169875285,xml databases,2005
10224,0.8169788429,sa,2005
10225,0.8168872518,lucas,2005
10226,0.8168141275,eng,2005
10227,0.8167972826,league,2005
10228,0.8167633968,psi,2005
10229,0.8167231887,nearest neighbor classification,2005
10230,0.8166957397,free viewpoint,2005
10231,0.8166820714,spam filtering,2005
10232,0.816656662,bullwhip effect,2005
10233,0.8165140006,bragg,2005
10234,0.8164899495,spray,2005
10235,0.8164647277,fusion center,2005
10236,0.8164361136,attribute reduction,2005
10237,0.8162759293,spectrometer,2005
10238,0.8159092146,burst loss,2005
10239,0.8158820032,mobile router,2005
10240,0.8158744808,compiler directed,2005
10241,0.81579112,eastern,2005
10242,0.8157551697,os,2005
10243,0.8157292269,madrid,2005
10244,0.8156689617,bss,2005
10245,0.8156545215,mn,2005
10246,0.8156344672,ids,2005
10247,0.8153860484,genetic optimization,2005
10248,0.8153733928,cbr,2005
10249,0.8152999022,railroad,2005
10250,0.8151198664,bessel,2005
10251,0.8151173424,symbolic simulation,2005
10252,0.8150525488,pseudo boolean,2005
10253,0.8150377245,fractional brownian motion,2005
10254,0.8150091438,hand tracking,2005
10255,0.8150080565,george,2005
10256,0.8149872455,webs,2005
10257,0.8149397202,eas,2005
10258,0.814888205,mexican,2005
10259,0.814737073,dre,2005
10260,0.8147366891,siemens,2005
10261,0.8147288685,low jitter,2005
10262,0.8147218962,trec,2005
10263,0.8146905344,bandwidth sharing,2005
10264,0.8146483429,rod,2005
10265,0.8145692021,explorer,2005
10266,0.8145252474,bee,2005
10267,0.814492632,wireless broadcast,2005
10268,0.8143980044,pack,2005
10269,0.8143758044,drm,2005
10270,0.8143196704,cp nets,2005
10271,0.8141951155,terra,2005
10272,0.8141318901,model order reduction,2005
10273,0.8140413365,malaysia,2005
10274,0.8139554311,semi definite,2005
10275,0.8139208038,roman,2005
10276,0.8139052425,sql server,2005
10277,0.8138481928,vertex cover problem,2005
10278,0.8138380232,mmse,2005
10279,0.8137486867,ai,2005
10280,0.8136873612,walking robots,2005
10281,0.8135753085,autism,2005
10282,0.8134644426,zeta,2005
10283,0.8134319144,maximal ratio combining mrc,2005
10284,0.8133871805,test response,2005
10285,0.8133444111,sinr,2005
10286,0.8133427982,curvilinear,2005
10287,0.813303428,mas,2005
10288,0.8132445709,paul,2005
10289,0.8132115808,directive,2005
10290,0.8130061139,sram,2005
10291,0.8129237944,principle component analysis,2005
10292,0.8128664852,newtonian,2005
10293,0.8127930357,ls,2005
10294,0.8126306918,cis,2005
10295,0.8125940925,soft computing techniques,2005
10296,0.8124372697,magazine,2005
10297,0.812316327,input impedance,2005
10298,0.8123134079,conjugacy,2005
10299,0.8122768712,disc,2005
10300,0.812069718,toe,2005
10301,0.8120678765,gpu,2005
10302,0.8120249058,conflict detection,2005
10303,0.8120184174,ad hoc on demand distance vector,2005
10304,0.8118960569,ku,2005
10305,0.8118724544,telescope,2005
10306,0.8118669955,plurality,2005
10307,0.8118107203,sha,2005
10308,0.8117824331,lmi,2005
10309,0.8117678989,cerebellar,2005
10310,0.8117536356,tactile feedback,2005
10311,0.8117299445,infant,2005
10312,0.8117058637,multipole,2005
10313,0.811700942,mpi,2005
10314,0.8116158049,metro,2005
10315,0.8116095119,hip,2005
10316,0.8115841281,semantic web service,2005
10317,0.8115685673,waterfall,2005
10318,0.8115190266,low distortion,2005
10319,0.8114835903,multiprocessing,2005
10320,0.8114384807,password authenticated,2005
10321,0.8114047683,situational awareness,2005
10322,0.8113331597,birds,2005
10323,0.8112755987,unintended,2005
10324,0.8112656312,imperfect channel estimation,2005
10325,0.8112290067,version control,2005
10326,0.8111683907,reference architecture,2005
10327,0.8111194894,decimal,2005
10328,0.8109529118,safety analysis,2005
10329,0.8106410139,dopamine,2005
10330,0.8106158682,zinc,2005
10331,0.8105730829,tide,2005
10332,0.8105417393,halting,2005
10333,0.8105280507,bp,2005
10334,0.8105279386,link bandwidth,2005
10335,0.8104253115,mpls,2005
10336,0.8103944941,florida,2005
10337,0.8103707772,semiconductors,2005
10338,0.8103671253,concept map,2005
10339,0.8102745118,gordon,2005
10340,0.8102727024,disability,2005
10341,0.8101646154,melanoma,2005
10342,0.8101227762,ecc,2005
10343,0.8101083528,ws,2005
10344,0.8100527964,bind,2005
10345,0.8100407982,online auction,2005
10346,0.8100259909,pan,2005
10347,0.8099983978,coast,2005
10348,0.8099943792,particle swarm optimization algorithm,2005
10349,0.8099648241,stamp,2005
10350,0.8099590691,packet reordering,2005
10351,0.8099512058,pi,2005
10352,0.8099062532,michigan,2005
10353,0.8097699652,face identification,2005
10354,0.809701554,rbac,2005
10355,0.8095567514,comparative studies,2005
10356,0.8094671753,thumb,2005
10357,0.8094341547,aqm,2005
10358,0.8093590516,plateau,2005
10359,0.8093247205,county,2005
10360,0.8093168061,hebbian,2005
10361,0.8092445323,neutron,2005
10362,0.8092233393,bas,2005
10363,0.8091342068,stellar,2005
10364,0.8091301203,coulomb,2005
10365,0.8091300588,analytics,2005
10366,0.8091241125,molecular dynamics simulation,2005
10367,0.8089987844,green,2005
10368,0.8089974183,silver,2005
10369,0.8089835521,rt,2005
10370,0.8089499713,iron,2005
10371,0.8089351499,multi objective evolutionary algorithm,2005
10372,0.8088853168,encyclopedia,2005
10373,0.808884051,cyclone,2005
10374,0.8088227777,hamilton,2005
10375,0.8088067683,bistatic,2005
10376,0.8087158779,privacy policy,2005
10377,0.8086992626,lean,2005
10378,0.8086728165,recorder,2005
10379,0.8086644347,ace,2005
10380,0.8085301708,genre classification,2005
10381,0.8085254381,wheat,2005
10382,0.8085200736,bay,2005
10383,0.8084222932,papr,2005
10384,0.8083367085,ambulatory,2005
10385,0.8082440462,fiction,2005
10386,0.8082206931,xpath,2005
10387,0.8081761312,yellow,2005
10388,0.8081506495,harvesting,2005
10389,0.8081236133,cage,2005
10390,0.8081201033,aluminum,2005
10391,0.8080508645,ising,2005
10392,0.8080409144,bar,2005
10393,0.8079727598,neuroimaging,2005
10394,0.8078731086,linearly independent,2005
10395,0.8078519782,influenza,2005
10396,0.8078312468,cosmic,2005
10397,0.8076076973,justice,2005
10398,0.8075958673,wireless personal area,2005
10399,0.8075356691,vsub,2005
10400,0.8075341671,manet,2005
10401,0.8075221412,geo referenced,2005
10402,0.8073835458,yahoo,2005
10403,0.8073557404,fast motion estimation,2005
10404,0.8073271422,interlaced,2005
10405,0.8072958539,ensemble learning,2005
10406,0.8072723886,single threaded,2005
10407,0.8072582323,canal,2005
10408,0.8071676052,gauss,2005
10409,0.8070700579,nns,2005
10410,0.8070461939,ovsf,2005
10411,0.8070230616,application specific instruction set,2005
10412,0.8069879627,shape recognition,2005
10413,0.8069453963,golden,2005
10414,0.8069437959,ar,2005
10415,0.8068538883,indiana,2005
10416,0.8068134218,improvisation,2005
10417,0.8067982934,winter,2005
10418,0.8067777569,eeg,2005
10419,0.8067546636,lip,2005
10420,0.8067130133,jpeg,2005
10421,0.8066993321,hedge,2005
10422,0.8065655313,mitochondrial,2005
10423,0.8065330655,graph transformations,2005
10424,0.8065284994,ml,2005
10425,0.8064438844,external force,2005
10426,0.8064230498,neonatal,2005
10427,0.8063596193,odds,2005
10428,0.8061902957,personally,2005
10429,0.8061013097,labs,2005
10430,0.8060280735,opengl,2005
10431,0.8059572181,speciation,2005
10432,0.8059294388,random access memory,2005
10433,0.8058845377,consciousness,2005
10434,0.8057863161,mit,2005
10435,0.8057834989,density evolution,2005
10436,0.8055849515,query term,2005
10437,0.805547688,python,2005
10438,0.805535833,voip,2005
10439,0.8054654243,sockets,2005
10440,0.8052454361,mountain,2005
10441,0.8052037612,probability measure,2005
10442,0.8050765345,interferometer,2005
10443,0.8049715427,sweden,2005
10444,0.8049490933,non negative matrix factorization,2005
10445,0.8049387539,adsorption,2005
10446,0.8048455766,csi,2005
10447,0.8048140875,elastic matching,2005
10448,0.8046665775,coding theory,2005
10449,0.8046073587,km,2005
10450,0.8046016725,high spectral efficiency,2005
10451,0.8044394792,shannon,2005
10452,0.8044131369,multimedia retrieval,2005
10453,0.8043694763,pdes,2005
10454,0.8043529182,glottal,2005
10455,0.8043387232,remote monitoring,2005
10456,0.8042134586,impact factors,2005
10457,0.8042071166,joint angle,2005
10458,0.8041874698,rsa,2005
10459,0.8041622882,africa,2005
10460,0.8040236026,discounting,2005
10461,0.8039795718,anesthesia,2005
10462,0.8039630877,tie,2005
10463,0.8039600614,race,2005
10464,0.8039019371,cutter,2005
10465,0.8038957225,onsup,2005
10466,0.8038738848,deontic,2005
10467,0.8038108255,ethics,2005
10468,0.8037484329,liberal,2005
10469,0.8036977322,aurora,2005
10470,0.8036761093,mpls network,2005
10471,0.8036618308,nemo,2005
10472,0.803612371,li,2005
10473,0.8035408304,gmm,2005
10474,0.8034453395,ntcir,2005
10475,0.8033587093,cad,2005
10476,0.8033433452,dns,2005
10477,0.8031936359,assembly language,2005
10478,0.8031439653,bang,2005
10479,0.8029329797,multimodal biometric,2005
10480,0.8028516318,contest,2005
10481,0.8027021864,columbia,2005
10482,0.8026840096,northern,2005
10483,0.8026805854,landmine detection,2005
10484,0.8025807269,alt,2005
10485,0.8025693027,fish,2005
10486,0.8025637438,sip,2005
10487,0.8025307366,intel,2005
10488,0.8024721776,chord,2005
10489,0.8024151195,rfid,2005
10490,0.8023973449,triplet,2005
10491,0.8022860254,ap,2005
10492,0.8021341879,philips,2005
10493,0.8020798582,coil,2005
10494,0.8020707107,virginia,2005
10495,0.8020641031,ic,2005
10496,0.802048811,signaling cost,2005
10497,0.8019760735,semantic caching,2005
10498,0.8019725792,crop,2005
10499,0.8019339868,fruit,2005
10500,0.8019260173,job execution,2005
10501,0.8018521919,pl,2005
10502,0.8017668466,ce,2005
10503,0.8017270245,biological networks,2005
10504,0.8017180274,exit,2005
10505,0.8017128445,conserve energy,2005
10506,0.8016959935,scan test,2005
10507,0.8016860059,optical switching,2005
10508,0.8016349098,scale free networks,2005
10509,0.8016058785,l1,2005
10510,0.80154235,avalanche,2005
10511,0.8014893924,eclipse,2005
10512,0.8013481385,costing,2005
10513,0.8013204589,wiley periodicals inc networks vol,2005
10514,0.8013153513,traffic matrix,2005
10515,0.8012472501,consonant,2005
10516,0.8012339297,hu,2005
10517,0.8011974852,tuple space,2005
10518,0.8011836585,erlang,2005
10519,0.801172302,egg,2005
10520,0.8011549191,path generation,2005
10521,0.8011252411,ophthalmic,2005
10522,0.8011196299,ip layer,2005
10523,0.8011018707,structural alignment,2005
10524,0.801000025,theater,2005
10525,0.8009877027,mating,2005
10526,0.8009229975,sex,2005
10527,0.8008386061,brain computer interface,2005
10528,0.8008346683,location awareness,2005
10529,0.8008041242,hd,2005
10530,0.8007989438,dance,2005
10531,0.8007896687,pollutants,2005
10532,0.8007432148,weighted fair,2005
10533,0.8007181904,transformational,2005
10534,0.8007140873,electoral,2005
10535,0.800707341,combinatorics,2005
10536,0.8005719316,baseball,2005
10537,0.8005180983,antisense,2005
10538,0.8005075874,dihedral,2005
10539,0.8004801157,tennis,2005
10540,0.8004350158,rake,2005
10541,0.8003774251,msc,2005
10542,0.8003641049,xi,2005
10543,0.8002954459,nitride,2005
10544,0.8002740364,retina,2005
10545,0.8002074699,ab,2005
10546,0.8000553122,wood,2005
10547,0.8000007629,comb,2005
10548,0.7999688961,biomedical text,2005
10549,0.799774647,post nonlinear,2005
10550,0.7993288103,ontology alignment,2005
10551,0.7990954511,wiley periodicals inc random struct alg,2005
10552,0.798673149,locating documents,2005
10553,0.7986399771,pedagogical agents,2005
10554,0.7985979033,test compression,2005
10555,0.7985057024,uwb systems,2005
10556,0.7984886482,logic circuit,2005
10557,0.7984161024,semantic metadata,2005
10558,0.7983381451,operating points,2005
10559,0.7982114944,biological sequences,2005
10560,0.7981454188,inter vehicle,2005
10561,0.7981433238,problem based learning,2005
10562,0.7975723056,belief state,2005
10563,0.7973783715,evaluation metrics,2005
10564,0.7959003718,output power,2005
10565,0.79577026,frequency scaling,2005
10566,0.7957659339,workflow execution,2005
10567,0.7956118424,quadrature rules,2005
10568,0.795604123,authentication scheme using smart cards,2005
10569,0.7954802396,project success,2005
10570,0.7953474857,dna microarray data,2005
10571,0.79531473,light emitting,2005
10572,0.7949442717,global optimality,2005
10573,0.79437617,uniform convergence,2005
10574,0.7941948845,sensory motor,2005
10575,0.7941757367,h264 video coding,2005
10576,0.7939491159,private keys,2005
10577,0.7939242865,causal relationships,2005
10578,0.7939233521,gene finding,2005
10579,0.7938597155,space filling curves,2005
10580,0.793811019,change point,2005
10581,0.7937975584,reconfigurable devices,2005
10582,0.7936852167,intra frame,2005
10583,0.7934611768,articles published,2005
10584,0.7934344226,multi band,2005
10585,0.7932984063,multimedia object,2005
10586,0.7930740478,computer supported collaborative learning,2005
10587,0.7924346191,sensing coverage,2005
10588,0.7924115393,web information retrieval,2005
10589,0.7923968458,approximation spaces,2005
10590,0.7923121689,schrodinger equation,2005
10591,0.7922384733,stopping criterion,2005
10592,0.792206877,initial population,2005
10593,0.7921680928,pervasive computing environment,2005
10594,0.7921503288,difference equation,2005
10595,0.7917317781,tree decomposition,2005
10596,0.7917296487,group testing,2005
10597,0.7915175917,collaborative activities,2005
10598,0.7914972151,management practices,2005
10599,0.7914408411,software intensive systems,2005
10600,0.7911374889,meta analysis,2005
10601,0.7907989018,semantic heterogeneity,2005
10602,0.7905389216,game design,2005
10603,0.7904773209,current consumption,2005
10604,0.7903322663,machine readable,2005
10605,0.7900288379,control charts,2005
10606,0.7897336947,address allocation,2005
10607,0.7896823047,medical devices,2005
10608,0.7895163427,group signature scheme,2005
10609,0.7894326431,distributed speech recognition,2005
10610,0.7886683693,quasi orthogonal space time block,2005
10611,0.7884135201,network on chip noc,2005
10612,0.7866836004,object classes,2005
10613,0.7866184431,media processing,2005
10614,0.7866180329,hardware accelerator,2005
10615,0.7864827138,parallel coordinates,2005
10616,0.7862135489,labeled examples,2005
10617,0.7862095034,phrase based,2005
10618,0.7858861642,text input,2005
10619,0.7856986619,max flow,2005
10620,0.7855197527,heterogeneous wireless networks,2005
10621,0.7854150265,cross layer optimization,2005
10622,0.7853427468,complete coverage,2005
10623,0.7851087963,semantically rich,2005
10624,0.7849421381,educational institutions,2005
10625,0.7849417741,electronic market,2005
10626,0.7849080477,temporal aspects,2005
10627,0.7845974968,second order cone,2005
10628,0.7845074403,layer multicast,2005
10629,0.7843178171,consistency management,2005
10630,0.7842546346,semantic types,2005
10631,0.7841382092,intelligent decision support,2005
10632,0.7841124313,routing strategy,2005
10633,0.7840167484,variable block size,2005
10634,0.7837882798,cache access,2005
10635,0.7836323864,aggregate throughput,2005
10636,0.7835473613,maximum distance,2005
10637,0.7833661416,multi class classification,2005
10638,0.7829285723,key agreement protocols,2005
10639,0.7829140661,graph layout,2005
10640,0.7829117904,payment scheme,2005
10641,0.7826658892,service deployment,2005
10642,0.782128565,cell processor,2005
10643,0.7820498674,software organizations,2005
10644,0.7819524014,machine scheduling problem,2005
10645,0.7819040933,multi threading,2005
10646,0.7818926374,spatial relationship,2005
10647,0.7814892768,crossover operators,2005
10648,0.7813496207,grid computing environments,2005
10649,0.7812097482,sampling rates,2005
10650,0.7811779818,soft decoding,2005
10651,0.7810842532,poorly understood,2005
10652,0.7810096864,illumination variations,2005
10653,0.7807244806,context aware services,2005
10654,0.7806098018,ant colony algorithm,2005
10655,0.7801809821,function evaluations,2005
10656,0.7801366951,autonomic systems,2005
10657,0.7800979398,topology aware,2005
10658,0.780046509,network mobility,2005
10659,0.7797381899,packet scheduling algorithm,2005
10660,0.7796900275,protein subcellular,2005
10661,0.779628258,total leakage,2005
10662,0.7795208013,semantic web technology,2005
10663,0.7794744807,nonholonomic mobile,2005
10664,0.7794457918,hidden terminal,2005
10665,0.7793356585,genetic fuzzy,2005
10666,0.7793081905,enterprise resource planning erp systems,2005
10667,0.7791732742,multi user detection,2005
10668,0.7790984371,numerical computations,2005
10669,0.7789798645,agile development,2005
10670,0.7788100276,human head,2005
10671,0.7785485224,backward compatibility,2005
10672,0.7783269113,line signature verification,2005
10673,0.7782246575,image annotation,2005
10674,0.7781537122,transient behavior,2005
10675,0.7781461309,target position,2005
10676,0.7779839484,aerial vehicle,2005
10677,0.7779139517,ray space,2005
10678,0.7778619987,cell types,2005
10679,0.7775279702,content aware,2005
10680,0.7774644081,search range,2005
10681,0.7774504136,theoretical computer science,2005
10682,0.7774431755,large vocabulary continuous speech,2005
10683,0.7769976193,activity detection,2005
10684,0.7767018659,text recognition,2005
10685,0.7764849701,dual channel,2005
10686,0.7762734809,authenticated encryption scheme,2005
10687,0.7760876937,biochemical networks,2005
10688,0.7758505951,cryptographic protocol,2005
10689,0.7757606419,hand held devices,2005
10690,0.7755222563,carlo mcmc,2005
10691,0.7750735846,collision probability,2005
10692,0.774434965,line drawing,2005
10693,0.7744027058,sensor placement,2005
10694,0.7743492761,slowly varying,2005
10695,0.7743320854,spectral resolution,2005
10696,0.7738854608,voltage mode,2005
10697,0.7735633691,frame buffer,2005
10698,0.7734368981,globally distributed,2005
10699,0.7733688208,periodicals inc networks vol,2005
10700,0.772928783,user behaviour,2005
10701,0.7729135137,semantically related,2005
10702,0.772864319,reconfigurable processor,2005
10703,0.7726764346,cluster management,2005
10704,0.7725747005,market place,2005
10705,0.7725320056,distributed constraint satisfaction,2005
10706,0.7724642854,biological databases,2005
10707,0.7719909135,supervised machine learning,2005
10708,0.7712941308,low resolution images,2005
10709,0.7711820138,metadata management,2005
10710,0.7710376573,voting scheme,2005
10711,0.7703576895,continuous phase modulation,2005
10712,0.7700351504,model based testing,2005
10713,0.7699510424,word pairs,2005
10714,0.7699103957,translational motion,2005
10715,0.7698003722,field effect,2005
10716,0.7695078331,overlay topology,2005
10717,0.7692286218,single photon,2005
10718,0.7686660541,mobile sensor networks,2005
10719,0.768582945,central path,2005
10720,0.7685434745,video editing,2005
10721,0.7684427737,region merging,2005
10722,0.7684026504,promoter regions,2005
10723,0.7682999428,ground state,2005
10724,0.7680802478,medical domain,2005
10725,0.7679555551,physical topology,2005
10726,0.7676688916,water management,2005
10727,0.7674321613,modelling languages,2005
10728,0.7673147065,auto configuration,2005
10729,0.7671450842,java classes,2005
10730,0.7669221674,experimental verification,2005
10731,0.7668158275,group management,2005
10732,0.7667792287,theoretical aspects,2005
10733,0.7666764694,strongly np hard,2005
10734,0.7666154466,mid level,2005
10735,0.7665962432,rfid technology,2005
10736,0.7665598805,internet worms,2005
10737,0.7665297892,high pass,2005
10738,0.7664761083,common subsequence,2005
10739,0.7657631526,performance indicators,2005
10740,0.7650284905,query rewriting,2005
10741,0.7649761956,participating media,2005
10742,0.7645601708,random oracle model,2005
10743,0.7642613929,collective behavior,2005
10744,0.7642596731,class label,2005
10745,0.7641266114,dynamically adjust,2005
10746,0.7637721548,db gain,2005
10747,0.7637472793,dynamic pricing,2005
10748,0.7636194663,promoter sequences,2005
10749,0.7634860285,intra cluster,2005
10750,0.7633023369,frame length,2005
10751,0.763139462,aerial vehicles,2005
10752,0.763129009,focal point,2005
10753,0.7631087344,article concludes,2005
10754,0.763092619,collocation method,2005
10755,0.7629738365,passive optical,2005
10756,0.7629224305,protein interaction networks,2005
10757,0.7627016725,active measurement,2005
10758,0.7626825893,holistic approach,2005
10759,0.7626797081,propagation channel,2005
10760,0.7626464669,malicious nodes,2005
10761,0.7624680818,sleep mode,2005
10762,0.7623098766,algebraic properties,2005
10763,0.7622177001,sample path,2005
10764,0.7618828438,abstract machines,2005
10765,0.761802005,multiple robots,2005
10766,0.7617851122,p2p file sharing systems,2005
10767,0.7617511939,method calls,2005
10768,0.7617433542,evolutionary multi objective,2005
10769,0.7615328221,prosodic features,2005
10770,0.7612757123,statistical analyses,2005
10771,0.7610107891,protein ligand,2005
10772,0.7605251561,phase correlation,2005
10773,0.7605067319,graphical representations,2005
10774,0.76031294,sensor arrays,2005
10775,0.7603057655,multiple access channel,2005
10776,0.7602148967,todays internet,2005
10777,0.7598462635,data centers,2005
10778,0.7598006698,synthetic characters,2005
10779,0.7597835744,utility based,2005
10780,0.7596787122,aqm schemes,2005
10781,0.7596572428,dynamic channel allocation,2005
10782,0.7594482297,voice over ip voip,2005
10783,0.7593061531,group member,2005
10784,0.7588427792,spectral domain,2005
10785,0.7588035993,worst case complexity,2005
10786,0.7585933385,digital objects,2005
10787,0.7585347761,symbol rate,2005
10788,0.7584540936,nonlinear regression,2005
10789,0.7583550991,line graphs,2005
10790,0.7573045541,signal transmission,2005
10791,0.7570761721,security mechanism,2005
10792,0.7570265337,active nodes,2005
10793,0.7569780784,evolutionary multiobjective,2005
10794,0.7569582801,dynamic priority,2005
10795,0.7568839933,resource aware,2005
10796,0.7568154295,cooperative learning,2005
10797,0.7567023036,stationary points,2005
10798,0.7566338257,signal dependent,2005
10799,0.7565912119,wireless access networks,2005
10800,0.7564534568,intelligent environments,2005
10801,0.7563367917,multiplexing gain,2005
10802,0.756065498,dimensional datasets,2005
10803,0.7558884922,relational learning,2005
10804,0.7556946023,similarity function,2005
10805,0.7548014209,feed forward neural network,2005
10806,0.7544916221,text lines,2005
10807,0.7541656717,ontology development,2005
10808,0.7541115739,grid monitoring,2005
10809,0.7539256306,divergence free,2005
10810,0.7539228668,symbol detection,2005
10811,0.7535329249,topological relations,2005
10812,0.7534121661,document representation,2005
10813,0.7532310991,alphabet size,2005
10814,0.7532199288,phase difference,2005
10815,0.7531383492,making decisions,2005
10816,0.7528869225,network centric,2005
10817,0.7525263273,compute intensive,2005
10818,0.7525060348,problem frames,2005
10819,0.7524794,long periods,2005
10820,0.7524682793,guest editors,2005
10821,0.7524231132,home service,2005
10822,0.7524047207,web navigation,2005
10823,0.7521189005,internet scale,2005
10824,0.7519782334,global exponential stability,2005
10825,0.7519291264,cramespl acuter rao,2005
10826,0.7518801794,coding rate,2005
10827,0.751014737,internet connectivity,2005
10828,0.7506057329,fuzzy rough sets,2005
10829,0.7504419859,dual tree,2005
10830,0.7502277954,edge preserving,2005
10831,0.7501556296,governing equations,2005
10832,0.7500827278,score function,2005
10833,0.749579726,similarity functions,2005
10834,0.7495520441,knowledge visualization,2005
10835,0.7493999808,pure strategy,2005
10836,0.7490273746,rational function,2005
10837,0.7489912619,scheduling schemes,2005
10838,0.7489471147,quantitative assessment,2005
10839,0.748671696,negotiation mechanism,2005
10840,0.7486030596,pipeline stages,2005
10841,0.7485230573,high dimensions,2005
10842,0.7485098281,normal direction,2005
10843,0.7484771978,frequent items,2005
10844,0.748358027,execution traces,2005
10845,0.7481749814,object class,2005
10846,0.7479418257,automatic discovery,2005
10847,0.7478983216,iris images,2005
10848,0.7476924154,traffic prediction,2005
10849,0.7475155503,binary variables,2005
10850,0.7466578298,hierarchical decomposition,2005
10851,0.7465815847,semantic matching,2005
10852,0.7465246149,recognition errors,2005
10853,0.7463819481,fair allocation,2005
10854,0.7463495422,total length,2005
10855,0.7462183967,distributed storage,2005
10856,0.7455465233,dirichlet boundary,2005
10857,0.7453768082,minimum delay,2005
10858,0.7453049585,business case,2005
10859,0.7450531091,quality criteria,2005
10860,0.745007363,length distribution,2005
10861,0.7448095103,radio propagation,2005
10862,0.7447154624,output layer,2005
10863,0.7445460619,alpha stable,2005
10864,0.7442500287,cost sharing,2005
10865,0.7442176139,distributed denial of service ddos attacks,2005
10866,0.7441305668,least squares support vector machines,2005
10867,0.7440476324,formal development,2005
10868,0.7438850671,initial value problems,2005
10869,0.7436444022,interdisciplinary research,2005
10870,0.7435525648,multimedia transmission,2005
10871,0.7433235349,qos differentiation,2005
10872,0.7428504069,ant based,2005
10873,0.7428002748,pervasive computing systems,2005
10874,0.7421867405,agent based modeling,2005
10875,0.7420517003,symmetric group,2005
10876,0.7419805155,secure communications,2005
10877,0.7419758629,process calculi,2005
10878,0.7415490572,current steering,2005
10879,0.7414648856,modeling language uml,2005
10880,0.7413754883,invariant features,2005
10881,0.7413122616,linear regression models,2005
10882,0.741226526,dynamic programming approach,2005
10883,0.7409324988,internet protocols,2005
10884,0.7406293163,microarray data analysis,2005
10885,0.7405310997,media streams,2005
10886,0.740323019,group dynamics,2005
10887,0.7402619803,rational numbers,2005
10888,0.7399714613,squared error mse,2005
10889,0.7397842294,feature extraction methods,2005
10890,0.7397070826,grid architecture,2005
10891,0.7396339457,address translation,2005
10892,0.7395343952,range sensors,2005
10893,0.7393123724,relay node,2005
10894,0.7391774859,parameter set,2005
10895,0.739084766,ad hoc retrieval,2005
10896,0.7390473683,traffic matrices,2005
10897,0.738907495,cross coupled,2005
10898,0.738894351,password based,2005
10899,0.7388809821,signal propagation,2005
10900,0.7388562689,bayesian classification,2005
10901,0.7386971246,018spl mum,2005
10902,0.7383851836,manipulation tasks,2005
10903,0.7382928197,single mode,2005
10904,0.7381861189,unified view,2005
10905,0.7381124211,protocol stacks,2005
10906,0.7380301856,gossip based,2005
10907,0.7377195495,business requirements,2005
10908,0.7374652089,graph gve,2005
10909,0.737431385,parallel corpus,2005
10910,0.7372895393,open source project,2005
10911,0.7371930598,mimo wireless,2005
10912,0.7369143509,maximal number,2005
10913,0.7366431238,cross traffic,2005
10914,0.736385146,symmetric positive definite,2005
10915,0.7360185253,cell library,2005
10916,0.7352790609,throughput capacity,2005
10917,0.7351755531,evolutionary design,2005
10918,0.7349148144,dimensional subspace,2005
10919,0.7345829539,scheduling decisions,2005
10920,0.7345219803,health record,2005
10921,0.7344948395,visual stimuli,2005
10922,0.7344587891,reputation systems,2005
10923,0.7344572333,expected cost,2005
10924,0.7344027035,image intensity,2005
10925,0.734337314,dynamic walking,2005
10926,0.734237491,inter arrival,2005
10927,0.7341534645,sensitive information,2005
10928,0.7340743111,wavelet filter,2005
10929,0.7336797585,robust watermarking,2005
10930,0.7335187448,multi bit,2005
10931,0.733461264,power budget,2005
10932,0.7333257464,context management,2005
10933,0.7332923739,recurrent networks,2005
10934,0.732928472,frequency resolution,2005
10935,0.7327349284,text independent,2005
10936,0.7326858582,ant algorithm,2005
10937,0.7325780241,exploration rover,2005
10938,0.732540962,xml processing,2005
10939,0.7323987336,average degree,2005
10940,0.7322823963,resolution enhancement,2005
10941,0.7321648814,spatial context,2005
10942,0.732163032,daily lives,2005
10943,0.7321259884,ubiquitous learning,2005
10944,0.7321151392,distributed sensor networks,2005
10945,0.7319886941,spiking neural,2005
10946,0.731984714,low pass filtering,2005
10947,0.7319662408,packet drop,2005
10948,0.7317598221,linguistic analysis,2005
10949,0.7313996787,algorithmic complexity,2005
10950,0.731384156,independence assumption,2005
10951,0.7312476531,binary code,2005
10952,0.7312174037,rs codes,2005
10953,0.7310475646,ranking functions,2005
10954,0.7309982053,automated detection,2005
10955,0.7308883538,computational approaches,2005
10956,0.7307424582,research groups,2005
10957,0.7306175919,active noise,2005
10958,0.7305701218,bidding strategies,2005
10959,0.7305309592,reliable broadcast,2005
10960,0.7303910689,diffserv network,2005
10961,0.7301683737,natural scene,2005
10962,0.7300114426,vision sensor,2005
10963,0.7299897322,ubiquitous environments,2005
10964,0.7299376158,protein interaction data,2005
10965,0.7298701771,binary relations,2005
10966,0.7298582583,structure activity,2005
